path,species_id,organ,source,label
train/1355955/e6825e948d24df2469b891b7b922e008584b98a6.jpg,1355955,flower,real,0
test/1355955/0abc1ccadcd6e1f50537360ad5ade0d9a6d5b4d7.jpg,1355955,leaf,real,0
train/1355955/cbef61b3dae7d7000d652f4968c2cbcf8dbda1e1.jpg,1355955,leaf,real,0
train/1355955/cb0d4f960f9b5574ab6819d23db96dd710b96535.jpg,1355955,flower,real,0
train/1355955/5103fe9f213420acaf7c16f4324a4ca661f20289.jpg,1355955,leaf,real,0
train/1355955/a76cdf88d93b65871b9aa2e8c3259754eb441bb9.jpg,1355955,flower,real,0
train/1355955/14ca6849c67020249a06f46ab28da8c41ffc6c28.jpg,1355955,flower,real,0
test/1355955/80a4638112f1a424459d1caca878c6524dd433cc.jpg,1355955,leaf,real,0
train/1355955/7fb86def0e10b46384324857ab5aa139d9444b2b.jpg,1355955,flower,real,0
train/1355955/e04e2818e2d303e09bd66eaabf9c7312bc1110ef.jpg,1355955,leaf,real,0
train/1355955/aebc4ac1fb6dd01c182f864d6c2dafe413ffd67b.jpg,1355955,flower,real,0
train/1355955/1ada170b59229c5018c4a9a26a2c0173d2209105.jpg,1355955,leaf,real,0
train/1355955/186c3c54ac3ada38638c6c4dc0ea7c849701b486.jpg,1355955,leaf,real,0
train/1355955/fe3131163544feb319ec6754b79ca33007177e95.jpg,1355955,flower,real,0
train/1356037/7d2f37b6c59c145153e97c4ae5dc6bfd279080d2.jpg,1356037,leaf,real,1
train/1356037/0da9c16a00518ba567b98bd5592f7c24586fa462.jpg,1356037,flower,real,1
val/1356037/c562613da677372cfa306813e3476b7fd6abceab.jpg,1356037,leaf,real,1
test/1356037/82a4dbe2c294330f20e89366ca32ff1ba5e529c1.jpg,1356037,leaf,real,1
train/1356037/33e5e89f526f8dbb19cdaaaf9e4035ba0219ecc6.jpg,1356037,flower,real,1
train/1356037/60f5389f40b678e0423ed204c67164b6f6dbe0a1.jpg,1356037,leaf,real,1
train/1356037/750beb7cde3afebdf4e9c645897612148cd331b0.jpg,1356037,leaf,real,1
train/1356037/ca2b6388205eadbf383a50d77395254ee6d3ebeb.jpg,1356037,flower,real,1
test/1356037/13e4c21d698b117d9a3001988856fbd860993c65.jpg,1356037,leaf,real,1
train/1356037/91cbbc98eee2433145d8255de7b3ee853b570d49.jpg,1356037,flower,real,1
train/1356037/6df40177d1fbf3fa50640cfca48e36cb893b847d.jpg,1356037,leaf,real,1
train/1356037/e16c5b9e2f509f8313fc50807d6eca0a7671b888.jpg,1356037,flower,real,1
val/1356037/d93c11d4e0076962f91737801b7225fb6d091d0c.jpg,1356037,flower,real,1
train/1356076/276fa91643c2716f51c01f04a7b78e0f087afdb3.jpg,1356076,flower,real,2
val/1356076/f12899222eddd33c4ad88e660e4da8a54c81f2a0.jpg,1356076,leaf,real,2
train/1356076/ded27e8f72970c08998244b2d959f16f394f5b6d.jpg,1356076,flower,real,2
train/1356076/20e9651a6196522d75e974eb48606b57d7e681c1.jpg,1356076,leaf,real,2
train/1356076/6b794be3daa38ff612cc4baf58d486ee86e00aba.jpg,1356076,leaf,real,2
train/1356076/46e711ad0788e8efd58663a462dac8c555a96f9e.jpg,1356076,leaf,real,2
train/1356076/9e3c14d6f1f8e43020682cf7ebcc9c64b2490ba2.jpg,1356076,flower,real,2
test/1356076/abe5b759c34e9d39f7f76e3ca05f7b08ae3000d1.jpg,1356076,leaf,real,2
train/1356076/063170c102d6e0255d0e1cb7a5d6fea91c1cd72e.jpg,1356076,leaf,real,2
test/1356076/1cfce6d3a0cfcba5650da71d077b5cc0d2a7f977.jpg,1356076,leaf,real,2
train/1356076/06e620f20439f7ec83d2caace1a6977d0f1545a6.jpg,1356076,leaf,real,2
train/1356076/1d370a43c9c5bdf7b4a2348933433c5b67d78033.jpg,1356076,leaf,real,2
val/1356076/9d69eb1cff48b1a0dffe220dfb00480062c7c742.jpg,1356076,leaf,real,2
train/1356076/d6cf37482314dd214001438ec5f1f41058740ebb.jpg,1356076,leaf,real,2
train/1356076/31606196dc14c5975f6501bec07cddb9afd918c8.jpg,1356076,leaf,real,2
test/1356076/9a89fed46429887a16c79569de8ebb0bb9813fc1.jpg,1356076,flower,real,2
val/1356076/4246678b57dbdcb85522f5e5f6ce3fd8aa31146a.jpg,1356076,leaf,real,2
train/1356076/a4405223d6019a9beb714b47c2280b9513b3df2c.jpg,1356076,leaf,real,2
train/1356076/4181dd43d42e64657674c8e597cac22dc45a3c08.jpg,1356076,leaf,real,2
train/1356076/c7ceea433826ce0fefdbe6a5b0866894a1b1d9c9.jpg,1356076,leaf,real,2
train/1356076/73049a5a2f569fa208c0e436045af088f4012443.jpg,1356076,leaf,real,2
test/1356076/0c7afb4f279b42fd1936a1a1ec77ee9c6c13f5f0.jpg,1356076,flower,real,2
train/1356076/f5d85ccd4e4c2e8a49f723b5f0aa4e2ec2374354.jpg,1356076,leaf,real,2
train/1356076/e2f3f85329706a17666bad37a2838f52a216ca56.jpg,1356076,leaf,real,2
val/1356076/8cd81ec2c1aa16a48077859a053390c71e3089bc.jpg,1356076,leaf,real,2
train/1356076/a84a7a53fbfbe3e6a833262d531f8950162b6a24.jpg,1356076,flower,real,2
train/1356076/e019b1f21a60eed58d5f7a531a32df88e76816a6.jpg,1356076,leaf,real,2
train/1356076/5e06d6d15a266dd36e12279ae660d8a59386daaa.jpg,1356076,leaf,real,2
train/1356076/0e113284a0fc88cd57a36904a4f4b6ddd89d7041.jpg,1356076,leaf,real,2
train/1356076/55fed26e3d626a5a9626b1dd22e0492188deb32b.jpg,1356076,leaf,real,2
val/1356076/09788540604ff124e71d4bf77cbd0da392f79e03.jpg,1356076,leaf,real,2
train/1356076/243d2f95eb2cd2aeab38d812e699c2ba30791aa7.jpg,1356076,leaf,real,2
train/1356076/36f20727a11a44ec57af27edd9903667e2c97cce.jpg,1356076,leaf,real,2
train/1356076/034d0bc898e954502ceb4fe6e35d9f8e068b2815.jpg,1356076,leaf,real,2
val/1356076/9333e0d845f626350f9d8f49a3317bfed67e3d92.jpg,1356076,leaf,real,2
train/1356076/7de4d9536907d36108d5e72894827a638162ec88.jpg,1356076,leaf,real,2
train/1356076/559038bc24d72d2d7eb111781156564ce2960c2e.jpg,1356076,leaf,real,2
train/1356076/7eb46d2980074d37fd9c09927a849f7fa9f24650.jpg,1356076,leaf,real,2
train/1356076/096394e1e6472a0351d0fbd15ac4fee85a85cf62.jpg,1356076,leaf,real,2
train/1356076/fb7c0a9ffa36495cad28202c774dd6c3841e1e04.jpg,1356076,leaf,real,2
train/1356076/b9e68ed71b3ad4d2735099ace360b0867722f865.jpg,1356076,leaf,real,2
train/1356076/e3b50f3c4c34c12d6af5f70ee5ce62a64a609a1e.jpg,1356076,leaf,real,2
train/1356076/218a566100784bf0356811b7ab8bd43d3c31a8f0.jpg,1356076,leaf,real,2
train/1356076/6de06d96393038c110cc55c5f92ace77c8c809c9.jpg,1356076,leaf,real,2
train/1356076/4cd122b1d99be49b9e5508e203db47e61371bf3d.jpg,1356076,leaf,real,2
val/1356076/8cc23bd69bb042142ca9cf9a93a9e9ffddfbb117.jpg,1356076,flower,real,2
train/1356076/593c9ab218e0a6b2af91d8956d58cf1bed9bef21.jpg,1356076,leaf,real,2
train/1356076/fa26346d432a370defdbdeac5e9c71dc134742b4.jpg,1356076,leaf,real,2
val/1356076/0fe62fa027a4aa9b31530b9009a0408a30f60e2e.jpg,1356076,leaf,real,2
train/1356278/d7977a938891fcd70d29a8c8774875ea3f609741.jpg,1356278,flower,real,3
train/1356278/d6507b2ecfc7564a66d6406b4b30195f89da84c0.jpg,1356278,flower,real,3
train/1356278/5ea8d27078fd0776dacd1127ec612b9a65b26284.jpg,1356278,flower,real,3
train/1356278/128352c813b393b15adce8069c56d8086aede6f2.jpg,1356278,flower,real,3
train/1356278/8ca913d96bf2cacb86ff1b904aad55b82cd56cee.jpg,1356278,flower,real,3
train/1356278/80375a1b4f885322880d43f263b2c33ce554c4cb.jpg,1356278,flower,real,3
train/1356278/8772ae3a82a27400415d1d9a49ff8d27592f4bab.jpg,1356278,leaf,real,3
train/1356278/fd5a4bb653ab674f3c1a016305bb5663a1f029e1.jpg,1356278,leaf,real,3
train/1356278/bc6814ae77d1bc4663d7aa02293892cbdbf6eef5.jpg,1356278,flower,real,3
train/1356278/42c12cdb1c93347f14070db409ae962c5e1a5e63.jpg,1356278,flower,real,3
val/1356278/ec06136ad835b20637025be1def2e128a91e0ba6.jpg,1356278,flower,real,3
train/1356278/fcc819b62cb36967e89f92296b0b576fbe8529c9.jpg,1356278,leaf,real,3
train/1356278/4fb76f8bc06e35e1252569e9199ec96f0ec52f42.jpg,1356278,flower,real,3
train/1356278/6e8b6a6017923f3284e0222bb0682a47721441c4.jpg,1356278,leaf,real,3
train/1356278/66db65483a7ef311c6676bad2bed9eb76bd0b1c1.jpg,1356278,flower,real,3
val/1356278/4796b5aa3a9a23bcfe8a16d155501349be412588.jpg,1356278,flower,real,3
train/1356278/54474e220f0afa52050574277ed0eefc5596364a.jpg,1356278,leaf,real,3
train/1356278/8f006847464e53456aedc26f7697c377964e5a9f.jpg,1356278,flower,real,3
val/1356278/bb45e511b324bc820d2500abc59ded01380fcc97.jpg,1356278,flower,real,3
train/1356278/ca1bbc1ee34e2c9b1a79c52dba02132b47b2718f.jpg,1356278,leaf,real,3
train/1356278/5bc8dd8ad10eff7fc0b533495db1f6e3b748beb4.jpg,1356278,flower,real,3
train/1356278/8a26028d25b436be0951334416726a42a8c47ce8.jpg,1356278,flower,real,3
train/1356278/20f4a00b5494798f2ff59c9a6c37fa0f7ce49055.jpg,1356278,flower,real,3
test/1356278/613a9142f3ba8fb8dbaf9b63bd1988da9af0247d.jpg,1356278,flower,real,3
train/1356278/820fbefeca422cedc39327d6b12b11c3ea7d0809.jpg,1356278,flower,real,3
train/1356278/85a89138ac119767264f54df5ab36bd05f18c3d8.jpg,1356278,flower,real,3
train/1356278/e2bb15d6a8ff1959e362891eb18412f00cc5d651.jpg,1356278,flower,real,3
train/1356278/5f87fde403d83992055aeb5495b1ce9965b0e8f6.jpg,1356278,flower,real,3
train/1356278/b2e7f271f43fe11a3d862b42cd56d7fb6e7f7901.jpg,1356278,flower,real,3
train/1356278/b501c74cbab411e8f2d4697511b5520cd70d194a.jpg,1356278,flower,real,3
train/1356278/eb93f8c486a0f7cb3162eb42ba421080d339b060.jpg,1356278,flower,real,3
train/1356278/1f3ed41979528a032cf723f2cf2abbf4b2dab33a.jpg,1356278,flower,real,3
train/1356278/af3bc174312e3d6d8c6f37233b45cf451f8b9c9d.jpg,1356278,flower,real,3
val/1356278/18aa9de1788f4f022e84ef64dc19898c6a4e0746.jpg,1356278,flower,real,3
train/1356278/9ce2ca667ebf2b9e0ecc95429ccf25c0a2766da7.jpg,1356278,flower,real,3
train/1356278/cf5f7c1e2fd790d4a12a5711aefcfa85a213cae9.jpg,1356278,flower,real,3
train/1356278/c0db56382c9f86dba394046abccd2bbc07cafb04.jpg,1356278,flower,real,3
train/1356278/0eae8a1bcb9627262eb1c0cfa43397dc6c862615.jpg,1356278,flower,real,3
train/1356278/1d26b61c3a6f42cc283e2420bf44c5a801e27600.jpg,1356278,flower,real,3
train/1356278/b7a3af79b8cfa3516371723e44e155fe8cfb0e6c.jpg,1356278,flower,real,3
val/1356278/701911b34cd4e9297715674424c6ab68058138d9.jpg,1356278,flower,real,3
train/1356278/c5dcdc58192b87ca608304205b26d6de14224c7d.jpg,1356278,flower,real,3
train/1356278/bba93edc860ffe26d70358c0e2a78d75fa0565b8.jpg,1356278,leaf,real,3
train/1356278/038c220e36553da9e63eabf2cc26d89a327b641c.jpg,1356278,flower,real,3
test/1356278/8a85d49873252078fefb9102f03c06856c013138.jpg,1356278,flower,real,3
train/1356278/7602ae589dd8625c706d8c1a8f9d3aa404149d86.jpg,1356278,flower,real,3
train/1356278/b1eef75d60e4af105cd3de8fb713db4d1bdd6009.jpg,1356278,flower,real,3
val/1356278/a13e1d1b64144fc03b9405a3bfd3d098cee0f370.jpg,1356278,leaf,real,3
train/1356278/edbbf2d81b7b7d9f05197d0cb023aae8827ffdce.jpg,1356278,leaf,real,3
val/1356278/75c6749eec44d5b9063811657e9a32204bb233cd.jpg,1356278,leaf,real,3
val/1356278/4c9dd00281ccf0326e35b9e426a926cc33a9f590.jpg,1356278,flower,real,3
train/1356278/12e9b0f9cd85e8d4e43f80c7c59ea1559ed2b5f7.jpg,1356278,leaf,real,3
train/1356278/091bbe59ca5a2f5b787adf0adf81f6d0b897de03.jpg,1356278,flower,real,3
train/1356278/c3bc1a88a48fd79b978ca027ab88fd787dac6a49.jpg,1356278,flower,real,3
